,spx,dax,ftse,nikkei
,,,,
Date,,,,
2000-03-09,1401.68994140625,7949.14990234375,6532.10009765625,19662.330078125
2000-03-10,1395.0699462890625,7975.9501953125,6568.7001953125,19750.400390625
2000-03-13,1383.6199951171875,7693.85009765625,6466.89990234375,19189.9296875
2000-03-14,1359.1500244140625,7650.0498046875,6487.10009765625,19141.83984375
2000-03-15,1392.1400146484375,7414.4599609375,6447.0,19078.599609375
2000-03-16,1458.469970703125,7583.9599609375,6557.2998046875,19253.23046875
2000-03-17,1464.469970703125,7710.919921875,6558.0,19566.3203125
2000-03-20,1456.6300048828125,7872.3798828125,6624.5,19566.3203125
2000-03-21,1493.8699951171875,7807.93017578125,6617.89990234375,19602.359375
2000-03-22,1500.6400146484375,7798.6201171875,6609.60009765625,19733.58984375
2000-03-23,1527.3499755859375,7694.77978515625,6594.60009765625,19704.599609375
2000-03-24,1527.4599609375,7932.419921875,6738.5,19958.080078125
2000-03-27,1523.8599853515625,7892.490234375,6687.2001953125,20281.029296875
2000-03-28,1507.72998046875,7931.93017578125,6650.10009765625,20374.33984375
2000-03-29,1508.52001953125,7864.759765625,6598.7998046875,20706.650390625
2000-03-30,1487.9200439453125,7644.89013671875,6445.2001953125,20441.5
2000-03-31,1498.5799560546875,7599.39013671875,6540.2001953125,20337.3203125
2000-04-03,1505.969970703125,7429.22021484375,6462.10009765625,20726.990234375
2000-04-04,1494.72998046875,7522.7998046875,6427.0,20594.9296875
2000-04-05,1487.3699951171875,7330.77001953125,6379.2998046875,20462.76953125
2000-04-06,1501.3399658203125,7446.2099609375,6451.10009765625,20223.609375
2000-04-07,1516.3499755859375,7522.2001953125,6569.89990234375,20252.810546875
2000-04-10,1504.4599609375,7516.9501953125,6533.39990234375,20619.060546875
2000-04-11,1500.5899658203125,7442.66015625,6379.2001953125,20522.51953125
2000-04-12,1467.1700439453125,7443.06982421875,6350.7998046875,20833.2109375
2000-04-13,1440.510009765625,7449.06005859375,6357.0,20526.419921875
2000-04-14,1356.56005859375,7214.830078125,6178.10009765625,20434.6796875
2000-04-17,1401.43994140625,7187.14013671875,5994.60009765625,19008.640625
2000-04-18,1441.6099853515625,7196.490234375,6074.0,18969.51953125
2000-04-19,1427.469970703125,7216.7099609375,6184.89990234375,19086.619140625
2000-04-20,1434.5400390625,7157.9501953125,6241.2001953125,18959.3203125
2000-04-21,1434.5400390625,7157.9501953125,6241.2001953125,18252.6796875
2000-04-24,1429.8599853515625,7157.9501953125,6241.2001953125,18480.150390625
2000-04-25,1477.43994140625,7280.509765625,6283.0,18272.330078125
2000-04-26,1460.989990234375,7388.5498046875,6256.5,18134.310546875
2000-04-27,1464.9200439453125,7221.740234375,6179.2998046875,18019.169921875
2000-04-28,1452.4300537109375,7414.68017578125,6327.39990234375,17973.69921875
2000-05-01,1468.25,7414.68017578125,6327.39990234375,18403.080078125
2000-05-02,1446.2900390625,7555.919921875,6373.39990234375,18439.359375
2000-05-03,1415.0999755859375,7376.93017578125,6184.7998046875,18439.359375
2000-05-04,1409.5699462890625,7386.7099609375,6199.60009765625,18439.359375
2000-05-05,1432.6300048828125,7530.81982421875,6238.7998046875,18439.359375
2000-05-08,1424.1700439453125,7408.08984375,6216.2998046875,18199.9609375
2000-05-09,1412.1400146484375,7280.5400390625,6123.7998046875,17844.5390625
2000-05-10,1383.050048828125,7120.85986328125,6100.7001953125,17701.470703125
2000-05-11,1407.81005859375,7259.47998046875,6245.89990234375,16882.4609375
2000-05-12,1420.9599609375,7269.27978515625,6283.5,17357.859375
2000-05-15,1452.3599853515625,7195.14990234375,6247.7001953125,17313.689453125
2000-05-16,1466.0400390625,7371.06005859375,6318.39990234375,17551.25
2000-05-17,1447.800048828125,7211.509765625,6196.2001953125,17404.029296875
2000-05-18,1437.2099609375,7181.580078125,6233.0,17031.630859375
2000-05-19,1406.949951171875,6989.02978515625,6045.39990234375,16858.169921875
2000-05-22,1400.719970703125,6912.9599609375,6035.5,16386.009765625
2000-05-23,1373.8599853515625,6927.68994140625,6086.7998046875,16318.73046875
2000-05-24,1399.050048828125,6834.8798828125,6118.60009765625,16044.4404296875
2000-05-25,1381.52001953125,6978.8701171875,6231.10009765625,16247.8203125
2000-05-26,1378.02001953125,6938.330078125,6216.89990234375,16008.1396484375
2000-05-29,1378.02001953125,7016.66015625,6216.89990234375,16245.4404296875
2000-05-30,1422.449951171875,7119.259765625,6359.60009765625,16228.900390625
2000-05-31,1420.5999755859375,7109.669921875,6359.39990234375,16332.4501953125
2000-06-01,1448.81005859375,7272.759765625,6470.5,16694.30078125
2000-06-02,1477.260009765625,7438.9501953125,6626.39990234375,16800.060546875
2000-06-05,1467.6300048828125,7408.02001953125,6546.7001953125,17201.7890625
2000-06-06,1457.8399658203125,7359.7998046875,6546.7998046875,17170.080078125
2000-06-07,1471.3599853515625,7292.97998046875,6503.7998046875,17144.9609375
2000-06-08,1461.6700439453125,7243.1298828125,6496.60009765625,17004.33984375
2000-06-09,1456.949951171875,7254.52978515625,6443.7998046875,16861.91015625
2000-06-12,1446.0,7235.64013671875,6430.89990234375,16980.609375
2000-06-13,1469.43994140625,7268.91015625,6447.10009765625,16914.94921875
2000-06-14,1470.5400390625,7350.93994140625,6536.2998046875,16654.419921875
2000-06-15,1478.72998046875,7328.6201171875,6490.7998046875,16338.7001953125
2000-06-16,1464.4599609375,7131.39990234375,6526.0,16318.3095703125
2000-06-19,1486.0,7198.7998046875,6490.2001953125,16591.349609375
2000-06-20,1475.949951171875,7227.27001953125,6526.89990234375,16907.55078125
2000-06-21,1479.1300048828125,7100.08984375,6477.7998046875,17210.080078125
2000-06-22,1452.1800537109375,7053.669921875,6413.7998046875,17106.009765625
2000-06-23,1441.47998046875,6980.41015625,6391.5,16963.2109375
2000-06-26,1455.31005859375,7027.18994140625,6405.2001953125,16925.400390625
2000-06-27,1450.550048828125,7048.9599609375,6375.2998046875,17279.060546875
2000-06-28,1454.8199462890625,7056.0498046875,6313.5,17370.169921875
2000-06-29,1442.3900146484375,6874.5400390625,6239.0,17475.900390625
2000-06-30,1454.5999755859375,6898.2099609375,6312.7001953125,17411.05078125
2000-07-03,1469.5400390625,6958.9599609375,6470.39990234375,17614.66015625
2000-07-04,1469.5400390625,6944.35986328125,6417.0,17470.150390625
2000-07-05,1446.22998046875,6961.72998046875,6382.5,17435.94921875
2000-07-06,1456.6700439453125,6951.08984375,6419.60009765625,17282.369140625
2000-07-07,1478.9000244140625,7052.22021484375,6497.5,17398.240234375
2000-07-10,1475.6199951171875,7070.81982421875,6466.2001953125,17572.6796875
2000-07-11,1480.8800048828125,7003.97998046875,6475.7998046875,17504.359375
2000-07-12,1492.9200439453125,7065.97021484375,6518.5,17342.130859375
2000-07-13,1495.8399658203125,7195.990234375,6475.7001953125,17036.900390625
2000-07-14,1509.97998046875,7318.3798828125,6475.39990234375,17142.900390625
2000-07-17,1510.489990234375,7430.7001953125,6525.5,17286.830078125
2000-07-18,1493.739990234375,7406.91015625,6450.5,16945.0703125
2000-07-19,1481.9599609375,7366.56982421875,6465.5,16983.5703125
2000-07-20,1495.5699462890625,7480.14013671875,6469.0,16983.5703125
2000-07-21,1480.18994140625,7373.259765625,6378.39990234375,16811.490234375
2000-07-24,1464.2900390625,7328.31005859375,6381.2998046875,16547.119140625
2000-07-25,1474.469970703125,7329.0400390625,6390.7001953125,16573.58984375
2000-07-26,1452.4200439453125,7302.1201171875,6387.10009765625,16502.609375
2000-07-27,1449.6199951171875,7183.43994140625,6352.10009765625,16182.009765625
2000-07-28,1419.8900146484375,7128.2998046875,6335.7001953125,15838.5703125
2000-07-31,1430.8299560546875,7190.3701171875,6365.2998046875,15727.490234375
2000-08-01,1438.0999755859375,7145.52978515625,6379.39990234375,16099.669921875
2000-08-02,1438.699951171875,7112.4501953125,6391.2998046875,16206.1904296875
2000-08-03,1452.56005859375,7037.91015625,6317.10009765625,15814.4404296875
2000-08-04,1462.9300537109375,7016.58984375,6363.5,15667.3603515625
2000-08-07,1479.3199462890625,7113.22021484375,6387.7998046875,16002.7099609375
2000-08-08,1482.800048828125,7123.81005859375,6358.10009765625,15820.1103515625
2000-08-09,1472.8699951171875,7226.7099609375,6414.0,16034.599609375
2000-08-10,1460.25,7280.97021484375,6387.2998046875,15975.650390625
2000-08-11,1471.8399658203125,7322.97998046875,6384.5,16117.5
2000-08-14,1491.56005859375,7331.669921875,6419.89990234375,16153.91015625
2000-08-15,1484.4300537109375,7307.43017578125,6475.5,16298.2900390625
2000-08-16,1479.8499755859375,7315.27001953125,6532.10009765625,16356.0302734375
2000-08-17,1496.0699462890625,7278.43017578125,6518.2001953125,16161.0302734375
2000-08-18,1491.719970703125,7232.419921875,6543.7001953125,16280.490234375
2000-08-21,1499.47998046875,7199.33984375,6542.2001953125,16040.1796875
2000-08-22,1498.1300048828125,7249.2001953125,6584.7998046875,16454.740234375
2000-08-23,1505.969970703125,7232.77978515625,6566.2001953125,16436.650390625
2000-08-24,1508.31005859375,7230.259765625,6557.0,16670.8203125
2000-08-25,1506.449951171875,7307.169921875,6563.7001953125,16911.330078125
2000-08-28,1514.0899658203125,7339.22021484375,6563.7001953125,17181.119140625
2000-08-29,1509.8399658203125,7294.39990234375,6586.2998046875,17141.75
2000-08-30,1502.5899658203125,7185.56005859375,6615.10009765625,16901.669921875
2000-08-31,1517.6800537109375,7216.4501953125,6672.7001953125,16861.259765625
2000-09-01,1520.77001953125,7344.669921875,6795.0,16739.779296875
2000-09-04,1520.77001953125,7445.56005859375,6798.10009765625,16688.2109375
2000-09-05,1507.0799560546875,7395.06982421875,6752.5,16452.26953125
2000-09-06,1492.25,7333.02001953125,6694.7001953125,16399.869140625
2000-09-07,1502.510009765625,7373.33984375,6689.2001953125,16300.4599609375
2000-09-08,1494.5,7267.77001953125,6600.7001953125,16501.55078125
2000-09-11,1489.260009765625,7214.4501953125,6582.0,16130.900390625
2000-09-12,1481.989990234375,7135.75,6555.5,16040.23046875
2000-09-13,1484.9100341796875,7006.259765625,6478.2001953125,16190.51953125
2000-09-14,1480.8699951171875,7048.5,6555.5,16213.2802734375
2000-09-15,1465.81005859375,6999.5400390625,6417.2998046875,16213.2802734375
2000-09-18,1444.510009765625,6891.68994140625,6410.2001953125,16061.16015625
2000-09-19,1459.9000244140625,6937.740234375,6403.5,16124.1904296875
2000-09-20,1451.3399658203125,6765.22998046875,6279.89990234375,16458.310546875
2000-09-21,1449.050048828125,6682.919921875,6199.2001953125,16311.0498046875
2000-09-22,1448.719970703125,6740.25,6205.89990234375,15818.25
2000-09-25,1439.030029296875,6788.68994140625,6257.10009765625,15992.900390625
2000-09-26,1427.2099609375,6765.0400390625,6213.2001953125,15928.6201171875
2000-09-27,1426.5699462890625,6814.06005859375,6269.2998046875,15639.9501953125
2000-09-28,1458.2900390625,6832.759765625,6264.10009765625,15626.9599609375
2000-09-29,1436.510009765625,6798.1201171875,6294.2001953125,15747.259765625
2000-10-02,1436.22998046875,6862.259765625,6284.5,15902.509765625
2000-10-03,1426.4599609375,6862.259765625,6345.0,15912.08984375
2000-10-04,1434.3199462890625,6823.43017578125,6334.89990234375,16149.080078125
2000-10-05,1436.280029296875,6892.490234375,6382.0,16099.259765625
2000-10-06,1408.989990234375,6776.39013671875,6391.2001953125,15994.240234375
2000-10-09,1402.030029296875,6680.77978515625,6264.7998046875,15994.240234375
2000-10-10,1387.02001953125,6673.14990234375,6247.7001953125,15827.7197265625
2000-10-11,1364.5899658203125,6561.6298828125,6117.60009765625,15513.5703125
2000-10-12,1329.780029296875,6465.259765625,6131.89990234375,15550.6396484375
2000-10-13,1374.1700439453125,6661.2998046875,6209.60009765625,15330.3095703125
2000-10-16,1374.6199951171875,6627.25,6285.7001953125,15512.3203125
2000-10-17,1349.969970703125,6531.7099609375,6203.2998046875,15340.2197265625
2000-10-18,1342.1300048828125,6483.0,6148.2001953125,14872.48046875
2000-10-19,1388.760009765625,6619.43017578125,6218.89990234375,14811.080078125
2000-10-20,1396.9300537109375,6618.43017578125,6276.2998046875,15198.73046875
2000-10-23,1395.780029296875,6620.8701171875,6315.89990234375,15097.9599609375
2000-10-24,1398.1300048828125,6802.81005859375,6438.39990234375,15148.1904296875
2000-10-25,1364.9000244140625,6748.22021484375,6367.7998046875,14840.4697265625
2000-10-26,1364.43994140625,6767.89990234375,6302.2998046875,14858.4296875
2000-10-27,1379.5799560546875,6924.68017578125,6366.60009765625,14582.2001953125
2000-10-30,1398.6600341796875,6926.56982421875,6388.39990234375,14464.5595703125
2000-10-31,1429.4000244140625,7077.43994140625,6438.39990234375,14539.599609375
2000-11-01,1421.219970703125,7059.06982421875,6457.60009765625,14872.3896484375
2000-11-02,1428.3199462890625,7088.64013671875,6392.0,14837.7802734375
2000-11-03,1426.68994140625,7128.27001953125,6385.39990234375,14837.7802734375
2000-11-06,1432.18994140625,7136.2998046875,6431.0,15371.4404296875
2000-11-07,1431.8699951171875,7076.27978515625,6466.89990234375,15340.330078125
2000-11-08,1409.280029296875,7008.64013671875,6477.39990234375,15399.6396484375
2000-11-09,1400.1400146484375,6959.5,6442.2001953125,15060.0498046875
2000-11-10,1365.97998046875,6851.68994140625,6400.2001953125,14988.5400390625
2000-11-13,1351.260009765625,6742.10009765625,6274.7998046875,14664.6396484375
2000-11-14,1382.949951171875,6966.64990234375,6412.89990234375,14660.0400390625
2000-11-15,1389.81005859375,6961.08984375,6432.2998046875,14799.1396484375
2000-11-16,1372.3199462890625,6842.10986328125,6430.39990234375,14587.0302734375
2000-11-17,1367.719970703125,6752.2900390625,6440.10009765625,14544.2998046875
2000-11-20,1342.6199951171875,6609.47998046875,6345.0,14531.650390625
2000-11-21,1347.3499755859375,6678.06982421875,6382.2001953125,14408.4599609375
2000-11-22,1322.3599853515625,6510.5400390625,6221.39990234375,14301.3095703125
2000-11-23,1322.3599853515625,6601.0,6287.2998046875,14301.3095703125
2000-11-24,1341.77001953125,6664.18017578125,6327.60009765625,14315.349609375
2000-11-27,1348.969970703125,6696.91015625,6374.7001953125,14720.3896484375
2000-11-28,1336.0899658203125,6625.56005859375,6249.7998046875,14658.8701171875
2000-11-29,1341.9300537109375,6598.31982421875,6164.89990234375,14507.6396484375
2000-11-30,1314.949951171875,6372.330078125,6142.2001953125,14648.509765625
2000-12-01,1315.22998046875,6512.91015625,6170.39990234375,14835.330078125
2000-12-04,1324.969970703125,6408.10009765625,6158.7001953125,14954.73046875
2000-12-05,1376.5400390625,6637.08984375,6299.0,14695.0498046875
2000-12-06,1351.4599609375,6622.25,6273.2998046875,14889.3701171875
2000-12-07,1343.550048828125,6566.080078125,6231.39990234375,14720.3603515625
2000-12-08,1369.8900146484375,6691.25,6288.2998046875,14696.509765625
2000-12-11,1380.199951171875,6782.52001953125,6370.39990234375,15015.7001953125
2000-12-12,1371.1800537109375,6733.58984375,6390.39990234375,15114.6396484375
2000-12-13,1359.989990234375,6620.2099609375,6403.0,15168.6796875
2000-12-14,1340.9300537109375,6469.9501953125,6263.7998046875,14927.1904296875
2000-12-15,1312.1500244140625,6331.2998046875,6175.7998046875,14552.2900390625
2000-12-18,1322.739990234375,6390.25,6246.5,14483.900390625
2000-12-19,1305.5999755859375,6479.27978515625,6295.0,14132.3701171875
2000-12-20,1264.739990234375,6248.759765625,6176.7001953125,13914.4296875
2000-12-21,1274.8599853515625,6200.7099609375,6115.5,13423.2099609375
2000-12-22,1305.949951171875,6251.39990234375,6097.5,13427.080078125
2000-12-25,1305.949951171875,6251.39990234375,6097.5,13931.6103515625
2000-12-26,1315.18994140625,6251.39990234375,6097.5,14007.849609375
2000-12-27,1328.9200439453125,6328.16015625,6218.2001953125,13981.490234375
2000-12-28,1334.219970703125,6371.64013671875,6223.2001953125,13946.9599609375
2000-12-29,1320.280029296875,6433.60986328125,6222.5,13785.6904296875
2001-01-01,1320.280029296875,6433.60986328125,6222.5,13785.6904296875
2001-01-02,1283.27001953125,6289.81982421875,6174.7001953125,13785.6904296875
2001-01-03,1347.56005859375,6434.9599609375,6039.89990234375,13785.6904296875
2001-01-04,1333.3399658203125,6376.5400390625,6185.60009765625,13691.490234375
2001-01-05,1298.3499755859375,6382.31005859375,6198.10009765625,13867.6103515625
2001-01-08,1295.8599853515625,6392.169921875,6149.60009765625,13867.6103515625
2001-01-09,1300.800048828125,6404.52001953125,6088.10009765625,13610.509765625
2001-01-10,1313.27001953125,6320.06982421875,6059.89990234375,13432.650390625
2001-01-11,1326.8199462890625,6465.2099609375,6114.89990234375,13201.0703125
2001-01-12,1318.550048828125,6490.02978515625,6165.5,13347.740234375
2001-01-15,1318.550048828125,6522.8701171875,6170.2998046875,13506.23046875
2001-01-16,1326.6500244140625,6502.89013671875,6083.2998046875,13584.4501953125
2001-01-17,1329.469970703125,6653.3798828125,6197.39990234375,13667.6298828125
2001-01-18,1347.969970703125,6635.759765625,6209.89990234375,13873.919921875
2001-01-19,1342.5400390625,6651.52978515625,6209.2998046875,13989.1201171875
2001-01-22,1342.9000244140625,6675.0,6232.0,14032.419921875
2001-01-23,1360.4000244140625,6722.41015625,6214.7001953125,13984.66015625
2001-01-24,1364.300048828125,6706.669921875,6264.39990234375,13893.580078125
2001-01-25,1357.510009765625,6727.490234375,6255.60009765625,13803.3798828125
2001-01-26,1354.949951171875,6695.2001953125,6294.2998046875,13696.0595703125
2001-01-29,1364.1700439453125,6750.9599609375,6317.0,13845.2802734375
2001-01-30,1373.72998046875,6739.2998046875,6334.5,13826.650390625
2001-01-31,1366.010009765625,6795.14013671875,6297.5,13843.5498046875
2001-02-01,1373.469970703125,6704.68017578125,6251.7998046875,13779.5498046875
2001-02-02,1349.469970703125,6638.2001953125,6256.39990234375,13703.6298828125
2001-02-05,1354.31005859375,6628.06982421875,6269.2001953125,13385.51953125
2001-02-06,1352.260009765625,6693.02978515625,6293.39990234375,13269.849609375
2001-02-07,1340.8900146484375,6578.9599609375,6225.7001953125,13366.009765625
2001-02-08,1332.530029296875,6636.81005859375,6206.10009765625,13138.23046875
2001-02-09,1314.760009765625,6497.06982421875,6164.2998046875,13422.830078125
2001-02-12,1330.31005859375,6564.91015625,6241.39990234375,13422.830078125
2001-02-13,1318.800048828125,6557.93017578125,6228.5,13274.7001953125
2001-02-14,1315.9200439453125,6479.8701171875,6176.2001953125,13284.0595703125
2001-02-15,1326.6099853515625,6591.669921875,6197.89990234375,13327.3896484375
2001-02-16,1301.530029296875,6439.259765625,6088.2998046875,13175.490234375
2001-02-19,1301.530029296875,6472.2099609375,6094.0,13119.58984375
2001-02-20,1278.93994140625,6451.56982421875,5980.10009765625,13248.3603515625
2001-02-21,1255.27001953125,6347.990234375,5972.39990234375,13100.080078125
2001-02-22,1252.8199462890625,6277.990234375,6003.10009765625,13073.3603515625
2001-02-23,1245.8599853515625,6075.33984375,5943.7001953125,13246.0
2001-02-26,1267.6500244140625,6189.06982421875,5916.7998046875,13201.1396484375
2001-02-27,1257.93994140625,6220.47998046875,5941.2001953125,13059.8603515625
2001-02-28,1239.93994140625,6208.240234375,5917.89990234375,12883.5400390625
2001-03-01,1241.22998046875,6123.3798828125,5908.60009765625,12681.66015625
2001-03-02,1234.1800537109375,6159.02001953125,5858.60009765625,12261.7998046875
2001-03-05,1241.4100341796875,6216.3798828125,5931.2998046875,12322.16015625
2001-03-06,1253.800048828125,6284.06005859375,6012.0,12687.740234375
2001-03-07,1261.8900146484375,6305.64013671875,6001.7998046875,12723.8896484375
2001-03-08,1264.739990234375,6267.06005859375,6003.2001953125,12650.5595703125
2001-03-09,1233.4200439453125,6204.419921875,5917.2998046875,12627.900390625
2001-03-12,1180.1600341796875,6046.56005859375,5826.5,12171.3701171875
2001-03-13,1197.6600341796875,5962.93017578125,5720.7001953125,11819.7001953125
2001-03-14,1166.7099609375,5794.1201171875,5626.0,11843.58984375
2001-03-15,1173.56005859375,5889.9501953125,5729.2001953125,12152.830078125
2001-03-16,1150.530029296875,5734.490234375,5562.7998046875,12232.98046875
2001-03-19,1170.81005859375,5657.2900390625,5551.60009765625,12190.9697265625
2001-03-20,1142.6199951171875,5782.16015625,5646.7998046875,12190.9697265625
2001-03-21,1122.1400146484375,5622.08984375,5540.7001953125,13103.9404296875
2001-03-22,1117.5799560546875,5388.02001953125,5314.7998046875,12853.9697265625
2001-03-23,1139.8299560546875,5544.669921875,5402.2998046875,13214.5400390625
2001-03-26,1152.68994140625,5726.97021484375,5576.60009765625,13862.3095703125
2001-03-27,1182.1700439453125,5938.2099609375,5728.10009765625,13638.330078125
2001-03-28,1153.2900390625,5817.52001953125,5614.0,13765.509765625
2001-03-29,1147.949951171875,5879.2998046875,5588.39990234375,13072.3603515625
2001-03-30,1160.3299560546875,5829.9501953125,5633.7001953125,12999.7001953125
2001-04-02,1145.8699951171875,5760.759765625,5618.5,12937.8603515625
2001-04-03,1106.4599609375,5553.4599609375,5463.10009765625,13124.4697265625
2001-04-04,1103.25,5597.66015625,5535.7001953125,13242.7802734375
2001-04-05,1151.43994140625,5773.33984375,5621.7998046875,13381.3798828125
2001-04-06,1128.4300537109375,5698.8798828125,5601.5,13383.759765625
2001-04-09,1137.5899658203125,5781.009765625,5663.2998046875,12841.759765625
2001-04-10,1168.3800048828125,5913.83984375,5803.0,12620.26953125
2001-04-11,1165.8900146484375,5951.16015625,5788.10009765625,13174.9296875
2001-04-12,1183.5,6002.2998046875,5766.60009765625,13352.4404296875
2001-04-13,1183.5,6002.2998046875,5766.60009765625,13385.7197265625
2001-04-16,1179.6800537109375,6002.2998046875,5766.60009765625,13254.8896484375
2001-04-17,1191.81005859375,5935.580078125,5761.10009765625,13067.08984375
2001-04-18,1238.1600341796875,6164.8798828125,5890.2001953125,13641.7900390625
2001-04-19,1253.68994140625,6181.91015625,5871.60009765625,13868.2802734375
2001-04-20,1242.97998046875,6127.97021484375,5879.7998046875,13765.669921875
2001-04-23,1224.3599853515625,6051.47998046875,5871.2998046875,13715.599609375
2001-04-24,1209.469970703125,6124.56982421875,5840.2998046875,13743.1796875
2001-04-25,1228.75,6115.18994140625,5827.5,13827.5
2001-04-26,1234.52001953125,6123.66015625,5868.2998046875,13973.0302734375
2001-04-27,1253.050048828125,6175.240234375,5951.39990234375,13934.3203125
2001-04-30,1249.4599609375,6264.509765625,5967.0,13934.3203125
2001-05-01,1266.43994140625,6264.509765625,5928.0,14425.4599609375
2001-05-02,1267.4300537109375,6213.83984375,5904.2001953125,14421.6396484375
2001-05-03,1248.5799560546875,6089.169921875,5765.7998046875,14421.6396484375
2001-05-04,1266.6099853515625,6138.27978515625,5870.2998046875,14421.6396484375
2001-05-07,1263.510009765625,6122.6201171875,5870.2998046875,14529.41015625
2001-05-08,1261.199951171875,6108.72021484375,5886.39990234375,14289.0498046875
2001-05-09,1255.5400390625,6063.93994140625,5893.7001953125,14084.849609375
2001-05-10,1255.1800537109375,6165.18017578125,5964.0,14017.7900390625
2001-05-11,1245.6700439453125,6141.02001953125,5896.7998046875,14043.919921875
2001-05-14,1248.9200439453125,6064.68017578125,5690.5,13873.01953125
2001-05-15,1249.43994140625,6070.3798828125,5842.89990234375,14054.0302734375
2001-05-16,1284.989990234375,6148.43994140625,5884.0,13694.26953125
2001-05-17,1288.489990234375,6173.81005859375,5904.60009765625,13910.669921875
2001-05-18,1291.9599609375,6186.8701171875,5915.0,13877.76953125
2001-05-21,1312.8299560546875,6249.8701171875,5941.60009765625,14176.830078125
2001-05-22,1309.3800048828125,6270.58984375,5976.60009765625,14091.1904296875
2001-05-23,1289.050048828125,6215.25,5897.5,14067.7001953125
2001-05-24,1293.1700439453125,6278.89990234375,5915.89990234375,13895.7900390625
2001-05-25,1277.8900146484375,6223.56982421875,5889.7998046875,13765.919921875
2001-05-28,1277.8900146484375,6216.830078125,5889.7998046875,13737.76953125
2001-05-29,1267.9300537109375,6120.330078125,5863.89990234375,13773.8896484375
2001-05-30,1248.0799560546875,6041.22021484375,5796.89990234375,13493.349609375
2001-05-31,1255.8199462890625,6123.259765625,5796.2001953125,13262.1396484375
2001-06-01,1260.6700439453125,6125.169921875,5809.60009765625,13261.83984375
2001-06-04,1267.1099853515625,6177.740234375,5856.5,13312.349609375
2001-06-05,1283.5699462890625,6242.1298828125,5922.60009765625,13182.0
2001-06-06,1270.030029296875,6192.43994140625,5901.5,13174.83984375
2001-06-07,1276.9599609375,6184.25,5948.2998046875,13277.509765625
2001-06-08,1264.9599609375,6187.2099609375,5950.60009765625,13430.2197265625
2001-06-11,1254.3900146484375,6162.740234375,5860.5,13226.48046875
2001-06-12,1255.8499755859375,6059.14990234375,5804.0,12840.099609375
2001-06-13,1241.5999755859375,6111.93994140625,5820.2001953125,12823.4501953125
2001-06-14,1219.8699951171875,6031.27001953125,5752.60009765625,12846.66015625
2001-06-15,1214.3599853515625,5915.18017578125,5723.0,12790.3798828125
2001-06-18,1208.4300537109375,5869.0400390625,5671.60009765625,12697.7900390625
2001-06-19,1212.5799560546875,5922.52978515625,5680.39990234375,12574.259765625
2001-06-20,1223.1400146484375,5876.0400390625,5699.60009765625,12674.6396484375
2001-06-21,1237.0400390625,5926.3798828125,5641.39990234375,12962.4296875
2001-06-22,1225.3499755859375,5941.77001953125,5665.7001953125,13044.6103515625
2001-06-25,1218.5999755859375,5902.31982421875,5661.89990234375,12896.4697265625
2001-06-26,1216.760009765625,5847.7900390625,5555.7001953125,12978.8203125
2001-06-27,1211.0699462890625,5833.10009765625,5607.89990234375,12828.98046875
2001-06-28,1226.199951171875,5971.77001953125,5638.39990234375,12679.8798828125
2001-06-29,1224.3800048828125,6058.3798828125,5642.5,12969.0498046875
2001-07-02,1236.719970703125,6109.5,5716.7001953125,12751.1796875
2001-07-03,1234.449951171875,6056.83984375,5639.89990234375,12817.41015625
2001-07-04,1234.449951171875,6015.72021484375,5600.5,12629.01953125
2001-07-05,1219.239990234375,5999.18994140625,5549.60009765625,12607.2998046875
2001-07-06,1190.5899658203125,5862.10009765625,5479.2001953125,12306.080078125
2001-07-09,1198.780029296875,5869.85986328125,5468.89990234375,12239.6796875
2001-07-10,1181.52001953125,5816.31982421875,5467.89990234375,12300.41015625
2001-07-11,1180.1800537109375,5801.7998046875,5391.89990234375,12005.1103515625
2001-07-12,1208.1400146484375,5889.8798828125,5481.60009765625,12407.9501953125
2001-07-13,1215.6800537109375,5928.009765625,5537.0,12355.150390625
2001-07-16,1202.449951171875,5853.759765625,5517.10009765625,12343.3701171875
2001-07-17,1214.43994140625,5846.66015625,5427.7998046875,12128.5703125
2001-07-18,1207.7099609375,5728.3701171875,5404.60009765625,11892.580078125
2001-07-19,1215.02001953125,5829.68994140625,5437.39990234375,11908.3896484375
2001-07-20,1210.8499755859375,5764.06005859375,5387.10009765625,11908.3896484375
2001-07-23,1191.030029296875,5791.72998046875,5405.2998046875,11609.6298828125
2001-07-24,1171.6500244140625,5663.259765625,5320.2001953125,11883.25
2001-07-25,1190.489990234375,5582.759765625,5275.7001953125,11891.6103515625
2001-07-26,1202.9300537109375,5675.759765625,5286.10009765625,11858.5595703125
2001-07-27,1205.8199462890625,5754.85986328125,5403.10009765625,11798.080078125
2001-07-30,1204.52001953125,5792.18994140625,5446.7001953125,11579.26953125
2001-07-31,1211.22998046875,5861.18994140625,5529.10009765625,11860.76953125
2001-08-01,1215.9300537109375,5835.22998046875,5546.89990234375,11959.330078125
2001-08-02,1220.75,5777.27978515625,5584.5,12399.2001953125
2001-08-03,1214.3499755859375,5735.8798828125,5547.60009765625,12241.9697265625
2001-08-06,1200.47998046875,5746.0400390625,5526.39990234375,12243.900390625
2001-08-07,1204.4000244140625,5752.509765625,5536.7998046875,12319.4599609375
2001-08-08,1183.530029296875,5614.509765625,5476.5,12163.669921875
2001-08-09,1183.4300537109375,5512.27978515625,5402.89990234375,11754.5595703125
